track_id,track_name,artists,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,mood
spotify:track:ywGvRGRwqmIUAp8JRH0krW,The Four Seasons: Spring,Antonio Vivaldi,The Four Seasons,45.0,0.39,0.425,9.0,-11.888625,1.0,0.05,0.494125,0.1365,0.19,0.5605,64.621,4.0,classical,relaxed
spotify:track:Cl57Nj6IuO8K2Frn2bQPEP,Silver River,Alex Rivers,Your River EP,86.0,0.77,0.839,10.0,-5.728,0.0,0.079,0.053,0.024,0.223,0.798,119.654,4.0,,happy
spotify:track:iF5RJW8R3a4xQ0oqDenKoy,Con Calma,"Daddy Yankee, Snow",Con Calma,74.0,0.657,0.725,-4.782,-5.677,1.0,0.064,0.145,0.036,0.165,0.819,125.012,4.0,latin,happy
spotify:track:rib5CG0lwAeALFo2ZyvqMn,Broken Storm,Riley Cross,A Storm Collection,77.0,0.758,0.709,3.0,-7.472,0.0,0.079,0.119,0.021,0.162,0.723,125.602,4.0,pop,happy
spotify:track:vuBvnNMRhvpQJH7iGhiQ6x,Fading Dream,Sam Stone,Our Dream Collection,45.0,0.818,0.689,11.0,-2.58,1.0,0.035,0.147,-0.0535,0.128,0.423,96.45,4.0,pop,
spotify:track:TtOQSFi2otME8DANyLGMkg,Open Light,Morgan Banks,Your Light,69.0,0.692,0.716,3.0,-6.454,0.0,0.199,0.139,0.021,0.206,0.711,81.564,4.0,hiphop,energetic
spotify:track:X8FFIyEja7OQTxrtTQEMwk,Midnight Road,Sam Ray,Your Road Diaries,90.0,0.672,0.688,11.0,-6.15,0.0,0.054,0.06,0.008,0.187,0.834,105.382,4.0,pop,happy
spotify:track:AZdNkF7JDJJMHqrccoDluF,Canon in D,Johann Pachelbel,Baroque Favorites,45.0,0.2570000000000001,0.33212499999999984,8.0,-11.888625,1.0,0.052,0.494125,0.1365,0.189,0.178,72.649,4.0,classical,relaxed
spotify:track:BycjaYzPXUqS82v3fav7YB,Broken Sky,Morgan Woods,Sky Chronicles,73.0,0.907,0.737,5.0,-3.48,1.0,0.116,0.023,0.032,0.078,0.363,94.902,4.0,hiphop,motivational
spotify:track:hSn6RI2D89NHon8U62QI3S,Way 2 Sexy,"Drake, Future, Young Thug",Certified Lover Boy,81.0,0.916,0.757,9.0,-3.887,0.0,0.184,0.046,0.001,0.181,0.305,85.664,4.0,hiphop,energetic
spotify:track:ABmH0x9ZUinAMRwTfUAqVs,Fading Heart,Sam Cross,Our Heart Diaries,72.0,0.827,0.33212499999999984,7.0,-7.185,1.0,0.044,0.172,0.043,-0.0471249999999999,0.614,96.778,4.0,pop,energetic
spotify:track:j5C4XCMLICxKTjdVmyjcNm,The Scientist,Coldplay,A Rush of Blood to the Head,61.0,0.491,0.641,7.0,-2.457,1.0,0.079,0.18,0.03,0.292,0.426,146.111,4.0,rock,angry
spotify:track:UJC4dzvdm4BNJ6lawOHOnm,Golden Hour,JVKE,this is what golden hour feels like,75.0,0.569,0.6835,5.0,-4.208,0.0,0.199,0.257,0.015,-0.0471249999999999,0.625,113.759,4.0,pop,motivational
spotify:track:4G63sEMMnA5Mq5AOyz99zX,Do I Wanna Know?,Arctic Monkeys,AM,67.0,0.593,0.616,10.0,-5.677,1.0,0.083,0.09,-0.0535,0.309,0.364,114.77,4.0,rock,motivational
spotify:track:8zeURhI0w3vCmzB5Jc9a94,Fire Star,Morgan Blake,Our Star Sessions,74.0,0.746,0.588,10.0,-7.007,1.0,0.066,0.121,0.035,0.097,0.567,140.19,4.0,pop,energetic
spotify:track:8Y72COYJjxWDkwwSC7YMSv,Chop Suey!,System of a Down,Toxicity,50.0,0.415,0.908,6.0,-5.677,0.0,0.053,0.019,0.1365,0.184,0.238,141.161,3.0,metal,angry
spotify:track:txD4pPXnr3qhObA754S6uS,Open Shadow,Sam Ray,Our Shadow,75.0,0.672,0.512,1.0,-2.357,0.0,0.072,0.156,0.042,0.193,0.79,136.16,4.0,pop,##corrupt##
spotify:track:sFeXctq0OZ9a13x6WAppYg,Rising Road,Jordan Blake,Your Road EP,74.0,0.759,0.842,6.0,-6.988,0.0,0.063,0.086,0.01,0.219,0.734,139.621,4.0,UNKNOWN,happy
spotify:track:qmR2QeWQ4xw18wJJbx8yHa,Jimmy Cooks,"Drake, 21 Savage","Honestly, Nevermind",81.0,0.846,0.598,9.0,-3.627,1.0,0.199,0.079,0.019,0.245,0.445,78.826,4.0,hiphop,motivational
spotify:track:xPzi0N7cJGhWuZUFKd5ET3,Dark Rain,Riley Blake,Your Rain EP,70.0,0.672,0.6835,6.0,-5.081,0.0,0.09,0.186,0.059,0.114,0.467,118.48,4.0,rock,
spotify:track:ucE84VQ9X3Gck2qxvNG9ll,Somebody That I Used to Know,"Gotye, Kimbra",Making Mirrors,65.0,0.427,0.904,11.0,-2.221,1.0,0.055,0.131,0.13,0.134,0.599,150.203,4.0,rock,energetic
spotify:track:0ASFXAFPQJscBKdgFcw3dT,Tennis Court,Lorde,Pure Heroine,53.0,0.596,0.484,8.0,-8.969,1.0,0.082,0.494125,0.033,0.212,0.582,116.611,4.0,indie,happy
spotify:track:iXsjZYcAOai3jd9oemWXkL,Jolene,Dolly Parton,Jolene,50.0,0.545,0.429,11.0,0.6723749999999997,1.0,0.047,0.161,0.009,0.169,0.555,107.623,4.0,country,happy
spotify:track:SCeM5UAp4zpJFfsGPO9ScG,Midnight Echo,Alex Chase,Our Echo,79.0,0.644,0.758,7.0,-7.725,1.0,0.107,0.239,0.009,0.122,0.443,132.91,4.0,pop,NONE
spotify:track:rfqWVc7c4BvFI4wjXm32D0,Midnight Rain,Skylar Rivers,Your Rain Collection,62.0,0.774,0.568,5.0,-4.451,0.0,0.199,0.024,0.012,0.146,0.325,99.897,4.0,hiphop,motivational
spotify:track:RwW5M9LvBt6MxzE0xpISPJ,Dark Night,Riley Stone,Your Night Collection,77.0,0.694,0.64,6.0,-3.85,0.0,0.079,0.281,0.018,0.229,0.628,141.02,3.0,pop,happy
spotify:track:b0wwhA7ydj5WqYn7Fh7Ecv,Rising Dream,Sam Cole,The Dream EP,83.0,0.748,0.605,0.0,-3.867,0.0,0.074,0.312,0.022,0.088,0.576,100.338,3.0,pop,happy
spotify:track:XuWpJuaOxZZc0xWBJAx6FT,Lost Sky,Riley Rivers,Your Sky Sessions,76.0,0.748,0.725,6.0,-4.21,1.0,0.094,0.238,0.03,0.109,0.806,97.89,4.0,pop,happy
spotify:track:j6YZrIVFWr2eLYO9nVugBl,Reptilia,The Strokes,Room on Fire,72.0,1.057,0.621,9.0,-2.218,1.0,0.062,0.011,0.058,0.058,0.468,110.111,4.0,rock,angry
spotify:track:spsgPUkzWGszFD3dbWgkgY,Crystal Voice,Jamie Page,Your Voice EP,88.0,0.757,0.832,8.0,-7.023,0.0,0.076,0.18,0.023,0.163,0.729,115.846,4.0,pop,motivational
spotify:track:HRBlofZLCxu2Mjuzp2yWDm,Fading Shadow,Morgan Cross,Shadow Sessions,66.0,0.408,0.676,2.0,-5.002,1.0,0.073,0.147,0.069,0.167,1.02225,120.036,4.0,rock,motivational
spotify:track:uwOO7w4MqjbvwfZKMl2DdX,Neon Moon,Nightly,Nightly,91.0,0.83,0.749,1.0,-11.888625,0.0,0.044,0.168,0.026,0.216,0.632,101.234,4.0,pop,motivational
spotify:track:ZluG47Je7ejPzvbNqfkRjH,Requiem in D minor,Wolfgang Amadeus Mozart,Requiem,45.0,0.283,0.463,3.0,-11.888625,1.0,0.057,0.494125,0.1365,0.095,0.14,117.578,3.0,classical,sad
spotify:track:kXj7tC4jLlf7byz8FoCr9g,Telepatia,Kali Uchis,Sin Miedo,81.0,0.733,0.627,5.0,-3.353,0.0,0.091,0.037,0.032,0.117,0.813,114.371,4.0,pop,happy
spotify:track:HrD6JZkxqLXWBqz8I5HZCQ,Neon Heart,Quinn Page,Heart,76.0,0.723,0.698,3.0,-5.97,1.0,0.077,-0.135,0.005,0.182,0.5605,128.492,4.0,pop,energetic
spotify:track:6B10MDbMvkH8fjgKM6tW9Z,Under the Bridge,Red Hot Chili Peppers,Blood Sugar Sex Magik,75.0,0.374,0.632,1.0,-4.948,1.0,0.087,0.013,0.057,0.176,0.528,128.679,4.0,rock,angry
spotify:track:GRBakmsZaNKIi0WZR2HAoI,Fire Storm,Skylar Voss,A Storm Sessions,74.0,0.591,0.782,7.0,-3.828,1.0,0.114,0.226,0.023,0.135,0.787,113.759,4.0,pop,happy
spotify:track:sk5bcYklNvqo9Fqy8ES1C6,Raining Blood,Slayer,Reign in Blood,56.0,0.375,0.982,9.0,-4.883,1.0,0.06,0.097,0.1365,0.154,1.02225,177.28012499999997,4.0,metal,angry
spotify:track:rXuKuKb8CaKxeuhYSaS5pg,Fading Shadow,Taylor Woods,A Shadow Chronicles,73.0,0.728,0.33212499999999984,11.0,-6.401,1.0,0.199,0.076,0.008,0.116,0.661,103.56,4.0,hiphop,motivational
spotify:track:gZQaov3IvSqWhTxkKs2nMw,Open Light,Sam Page,Your Light Diaries,75.0,0.386,0.77,8.0,-4.776,1.0,0.039,0.125,0.038,0.34,0.422,134.091,3.0,rock,motivational
spotify:track:o3P3xdxEogQqeGOeT16voU,Lean On (remix),"Major Lazer, J Balvin",Peace Is the Mission,67.0,0.654,0.768,11.0,-4.994,1.0,0.046,0.24,0.053,0.096,0.588,105.415,4.0,latin,happy
spotify:track:r1il3K6YVt8gk0dHAfJHXt,Alright,Kendrick Lamar,To Pimp a Butterfly,87.0,0.664,0.789,7.0,-7.256,1.0,0.199,0.109,0.007,0.247,0.739,53.40312500000002,4.0,hiphop,motivational
spotify:track:I6hkcu2anh4dOFTZJAgvIR,Broken Heart,Quinn Ray,Your Heart Diaries,84.0,0.553,0.651,2.0,-7.957,1.0,0.064,0.156,0.028,0.163,0.532,106.561,4.0,pop,motivational
spotify:track:ekg895I1jWqv7vBEQCDwfm,Broken Night,Riley Voss,Your Night Sessions,84.0,0.742,0.688,9.0,-7.526,1.0,0.113,0.342,0.008,0.115,0.469,99.18,4.0,pop,energetic
spotify:track:qZ2Ux6Z1cJtX62wX1JWay4,Midnight Voice,Sam Cross,The Voice Sessions,75.0,0.437,0.652,7.0,-5.647,1.0,0.048,0.191,0.082,0.118,0.452,101.301,4.0,rock,energetic
spotify:track:mgaZJkv65iGRhVZXelCRIl,Distant Rain,Alex Voss,Our Rain,78.0,0.621,0.761,11.0,-7.879,0.0,0.104,0.12,0.014,0.148,0.814,139.852,5.0,pop,happy
spotify:track:qRdYJN4BOeN6f5GsgqQoxu,Lean On,"Major Lazer, MO",Peace Is the Mission,85.0,0.606,0.82,9.0,-5.303,0.0,0.087,0.061,0.1365,0.3658749999999999,1.02225,124.513,4.0,electronic,motivational
spotify:track:Pc6n5Ra4vUKEwXUD7Qbe5l,Midnight Star,Jamie Stone,A Star Collection,70.0,0.781,0.576,7.0,-3.708,0.0,0.039,0.044,0.029,0.1,0.69,140.63,4.0,pop,happy
spotify:track:0iVWnHbdg7xKQ7R7D8Lyeh,Laugh Now Cry Later,"Drake, Lil Durk",Certified Lover Boy,76.0,0.789,0.575,9.0,-5.063,0.0,0.199,0.095,0.008,0.051,0.497,90.278,4.0,hiphop,
spotify:track:FkmdB6K3JGMLrstQRODj0J,Neon Heart,Riley Stone,Our Heart,75.0,0.738,0.6835,7.0,-4.171,1.0,0.118,0.176,0.006,0.207,0.444,105.348,4.0,pop,energetic
spotify:track:lWapvBQSZbSCGtgYKhHIe3,Neon Storm,Quinn Woods,A Storm,74.0,0.872,0.738,8.0,-8.732,0.0,0.199,0.111,0.032,0.07,0.318,84.798,4.0,hiphop,
spotify:track:WKvrAc6bNBR5WFmSsOeWR4,Distant Voice,Chris Rivers,A Voice,91.0,0.672,0.804,1.0,-4.689,0.0,0.089,0.207,0.03,0.163,0.656,119.701,4.0,pop,happy
spotify:track:b65PM0s7GxkKMsabkQTGXM,Neon Light,Skylar Stone,Your Light Chronicles,79.0,0.89,0.866,1.0,-4.773,0.0,0.199,0.143,0.021,0.13,0.414,87.294,4.0,hiphop,energetic
spotify:track:0WzsBtDY53Z6cNI0dLKiUs,Fast Car,Tracy Chapman,Tracy Chapman,45.0,0.652,0.6835,3.0,-3.383,0.0,0.087,0.241,0.069,0.235,0.39,116.21,4.0,country,angry
spotify:track:luHy7GBTp7YsEqmGv0lH8w,Kiss Me More,"Doja Cat, SZA",Planet Her,78.0,0.654,0.65,10.0,-5.953,1.0,0.106,0.291,0.005,0.242,0.567,120.298,4.0,pop,motivational
spotify:track:FmkEn2VALR4atWv5inMkGN,Midnight Wave,Drew Stone,A Wave Collection,81.0,0.809,0.803,7.0,-4.855,0.0,0.183,0.123,0.035,0.184,0.449,98.159,4.0,hiphop,energetic
spotify:track:SD73p2Y00OjfHpjwgeFlvT,Open Voice,Quinn Voss,A Voice EP,77.0,0.615,0.537,1.0,-5.55,1.0,0.108,0.038,0.027,0.19,0.496,108.727,4.0,pop,happy
spotify:track:zF2PclXB0LNxV2rRA6Fsev,Positions,Ariana Grande,Positions,79.0,0.757,0.726,7.0,-7.442,1.0,0.05,0.248,0.015,0.166,0.621,134.647,4.0,pop,energetic
spotify:track:lL3l2guFo3hA6qaa2ra6dv,Neon Voice,Quinn Banks,Voice Sessions,87.0,0.678,0.589,11.0,-5.677,0.0,0.084,0.199,0.013,0.051,0.745,140.504,4.0,,happy
spotify:track:Kff6S1PRiTb86eT8dKEaS5,Smells Like Teen Spirit,Nirvana,Nevermind,60.0,0.455,0.823,8.0,-3.327,1.0,0.076,0.051,0.075,0.146,0.542,110.959,3.0,rock,motivational
spotify:track:wAJGiYNdXcP4YT5YURp2lh,Neon Storm,Skylar Banks,Storm Sessions,75.0,0.71,0.6835,10.0,-6.621,0.0,0.199,0.494125,0.03,0.233,0.646,86.074,4.0,hiphop,motivational
spotify:track:gPsj6twWc1xXTYdhc471ZM,Broken Crown,The Ravens,Dark Horizon,71.0,0.418,0.911,2.0,-5.409,1.0,0.087,0.015,0.031,0.22,0.597,156.227,5.0,rock,motivational
spotify:track:Jf5LTC7wVYhs4sJPPLj6xG,Differences,Ginuwine,Ginuwine...the Bachelor,71.0,0.575,0.772,6.0,-6.405,0.0,0.079,0.171,0.069,0.133,0.5605,95.605,4.0,rnb,motivational
spotify:track:xZATJnqaHIRsy1W8DbZMUO,Open Shadow,Taylor Page,Your Shadow Diaries,53.0,0.494,0.802,9.0,-5.677,0.0,0.049,-0.119,0.1365,0.119,0.449,111.663,4.0,rock,motivational
spotify:track:nEvcq9UCABpByBTuykFL7G,Fade,Alan Walker,Different World,66.0,0.851,0.812,10.0,-2.509,0.0,0.072,0.058,0.1365,0.097,0.517,139.262,4.0,electronic,energetic
spotify:track:J8hfoS38u9pxt5UGdCqHBm,Electric Storm,Taylor Stone,Our Storm Sessions,67.0,0.732,0.568,1.0,-3.397,1.0,0.048,0.048,0.042,0.185,0.637,134.064,4.0,pop,happy
spotify:track:t9cu4AyRUuXzU3Ca3YQE4Y,"Take Me Home, Country Roads",John Denver,"Poems, Prayers & Promises",66.0,0.519,0.73,5.0,-11.888625,0.0,0.096,0.494125,0.0,0.173,0.669,127.245,4.0,country,happy
spotify:track:XeV4GJNL3mzggiuHcEy5dT,Neon Sky,Jamie Woods,Sky Diaries,90.0,0.602,0.607,1.0,-7.228,1.0,0.092,0.247,0.015,0.092,0.735,100.93,4.0,pop,happy
spotify:track:pHrFinUHr694FpfBT6VvL9,Therefore I Am,Billie Eilish,Therefore I Am,81.0,0.596,0.604,9.0,-4.761,0.0,0.096,0.194,0.033,0.163,0.755,113.759,4.0,pop,energetic
spotify:track:LIB9mllkOBEwI0doLYdKOZ,Golden Shadow,Morgan Voss,A Shadow,76.0,0.751,0.571,3.0,-2.272,1.0,0.07,0.224,0.034,0.223,0.492,103.854,4.0,pop,happy
spotify:track:vjy08ymnB5zQLrTVA1jYIn,My Universe,"Coldplay, BTS",Music of the Spheres,83.0,0.559,0.6835,1.0,-5.955,0.0,0.063,0.258,0.039,0.164,0.497,115.992,4.0,pop,motivational
spotify:track:7gwJhZV2pUS6mdiuoHVOn4,Electric Heart,Skylar Lane,Your Heart Sessions,91.0,0.666,0.6835,6.0,-5.677,0.0,0.064,0.285,0.022,0.059,0.527,140.567,4.0,pop,energetic
spotify:track:ms6xmMEJ2gPGBfY5SdLO0Q,Fading Star,Jamie Page,Star Sessions,68.0,0.767,0.76,4.0,-4.398,1.0,0.151,0.139,0.022,0.145,0.383,99.557,4.0,hiphop,energetic
spotify:track:FT9sgvzE8nbqV2wnL7a4DH,Unholy,"Sam Smith, Kim Petras",Gloria,69.0,0.596,0.558,10.0,-5.924,1.0,0.115,0.315,0.042,0.1,0.545,130.467,4.0,pop,happy
spotify:track:OHxxhnvCqhorA0yNZUFk5R,Cheap Thrills,Sia,This Is Acting,62.0,0.737,0.755,4.0,-2.824,0.0,0.032,0.139,0.1365,0.053,0.511,130.214,4.0,electronic,motivational
spotify:track:YIujx0rcKIrSINutAtjq9J,Goosebumps,"Travis Scott, Kendrick Lamar",Birds in the Trap,77.0,0.907,0.691,10.0,-8.328,1.0,0.199,0.035,0.002,0.246,0.679,102.78,4.0,hiphop,motivational
spotify:track:pcQ5FaJffDQGotaSYkgeaq,Rising Dream,Jordan Cross,The Dream Sessions,76.0,0.892,0.74,3.0,-7.072,1.0,0.199,0.108,0.016,0.129,0.407,90.964,4.0,hiphop,energetic
spotify:track:0hTtiNNsq5Is8Lhnsvik6s,Rising River,Casey Chase,Your River Sessions,73.0,0.707,0.509,0.0,-6.801,1.0,0.098,0.073,0.014,0.1,0.465,128.513,4.0,pop,energetic
spotify:track:xV66dorGXls12wsBeFz99c,Black Beatles,Rae Sremmurd,SremmLife 2,90.0,0.892,0.865,11.0,-7.297,0.0,0.151,0.142,0.028,0.071,0.517,91.22,4.0,hiphop,motivational
spotify:track:HIlL0w9P53CHdatOkuiYaP,A Love Supreme,John Coltrane,A Love Supreme,45.0,0.642,0.459,10.0,-11.888625,1.0,0.079,0.494125,0.1365,0.078,0.345,121.342,4.0,jazz,chill
spotify:track:H9dPlM4iwXhWQfeG8d04WZ,Simple Things,Marco Voss,Simple Things EP,78.0,0.719,0.577,6.0,-2.391,0.0,0.082,0.158,0.008,0.116,0.466,108.039,4.0,pop,happy
spotify:track:FfycfcDcysYyujCVD95E5B,Electric Feel,Cassidy Ray,Pulse,88.0,0.673,0.769,6.0,-4.125,1.0,0.079,0.348,0.019,0.224,0.745,113.759,3.0,pop,happy
spotify:track:TwsnRWqUdbweGoFRz3Mtmt,Fire Heart,Casey Page,The Heart Collection,84.0,0.724,0.769,6.0,-6.436,1.0,0.11,0.198,0.033,0.08,0.496,96.833,4.0,pop,motivational
spotify:track:MYYo7JSxt54lWFWMbYQlFa,Neon Voice,Sam Voss,Your Voice Sessions,77.0,0.562,0.62,4.0,-3.883,1.0,0.044,0.183,0.031,0.155,0.609,106.212,4.0,pop,
spotify:track:ASn3mC47dsR8W1fVrYDoVs,Neon Storm,Quinn Blake,Our Storm,80.0,0.732,0.68,10.0,-6.364,1.0,0.199,0.102,0.023,0.235,0.712,94.354,4.0,hiphop,motivational
spotify:track:Fq25vlnXstXni1yNHFFt6u,Jumpman,"Drake, Future",What a Time to Be Alive,79.0,0.681,0.671,6.0,-4.962,1.0,0.101,0.019,0.021,0.219,0.684,103.622,4.0,,motivational
spotify:track:2qD9TjIdRbIXCFtluXPQ4z,Before He Cheats,Carrie Underwood,Some Hearts,67.0,0.608,0.625,7.0,-6.024,0.0,0.037,0.494125,0.099,0.222,0.423,99.128,4.0,country,happy
spotify:track:qG16GsWBog76iATeqzNMmH,Sleepyhead,Passion Pit,Manners,62.0,0.573,0.54,11.0,-11.094,1.0,0.059,0.342,0.1365,0.19,0.56,140.948,4.0,,happy
spotify:track:GaFojPPFfHpLLYF2SkcpmQ,Fire Echo,Sam Cross,A Echo Sessions,81.0,0.774,0.711,11.0,-4.794,1.0,0.031,0.059,0.009,0.145,0.792,100.317,4.0,pop,motivational
spotify:track:5gMwfrmpWo8FRYpZMAr4it,Broken Shadow,Drew Lane,Our Shadow Diaries,93.0,0.618,0.837,19.55,-7.972,0.0,0.046,0.187,0.028,0.151,0.605,115.198,4.0,pop,motivational
spotify:track:0SJPnRHfketwxmKY2uXgLs,Broken River,Jamie Banks,Your River EP,87.0,0.631,0.64,4.0,-7.78,1.0,0.05,0.087,0.043,0.129,0.815,124.199,4.0,pop,happy
spotify:track:NGnE3ePQSbwrjkvJRNWWS6,Mr. Brightside,The Killers,Hot Fuss,64.0,0.672,1.031125,6.0,-6.231,1.0,0.075,0.142,0.022,0.138,0.514,126.392,4.0,rock,angry
spotify:track:Iv3yTdPhQhBChG2ZANOXVR,Major Distribution,"Drake, 21 Savage",Her Loss,68.0,0.899,0.776,4.0,-2.689,1.0,0.199,0.149,0.009,0.241,0.609,96.446,3.0,hiphop,energetic
spotify:track:dFsaQT8e8RWa3Qz5gbKte6,Broken Echo,Skylar Page,Your Echo Sessions,74.0,0.672,0.519,7.0,-7.019,1.0,0.199,0.139,0.045,0.149,0.482,113.759,5.0,,
spotify:track:ULpN2xzKKZGUiLMh6HNWKY,Old Town Road,Lil Nas X,7,53.0,0.735,0.678,4.0,-3.294,1.0,0.199,0.062,0.003,0.094,0.506,76.98,5.0,hiphop,energetic
spotify:track:IYmTFJg8zv0qxTdtQqzxMZ,Midnight Rain,Riley Woods,A Rain Sessions,86.0,0.834,0.823,6.0,-2.559,1.0,0.118,0.085,0.035,0.084,0.691,126.331,4.0,pop,happy
spotify:track:egXDxErZwgjK2MDCDWMWcY,Fire Road,Skylar Rivers,A Road Diaries,86.0,0.697,0.656,1.0,-4.692,1.0,0.079,0.296,0.013,0.216,0.832,118.729,3.0,pop,happy
spotify:track:xc4nwY6wfQoT34pA4CBx0g,Run It Up,Chase Millions,Chase Millions EP,78.0,0.85,0.655,0.0,-5.99,1.0,0.199,-0.182875,0.025,0.129,0.377,177.28012499999997,4.0,,energetic
spotify:track:bLIkDVupn4pzC8RqNSsM3H,Enter Sandman,Metallica,Metallica,45.0,0.283,0.824,4.0,-4.818,0.0,0.089,0.097,0.121,0.099,0.113,135.016,5.0,metal,angry
spotify:track:7E5ouNzQiQGtOD4NOGUdqI,Neon Lights,Mira Soleil,Neon Dreams,75.0,0.839,0.842,4.0,-2.716,0.0,0.073,0.235,0.03,0.107,0.471,127.645,4.0,pop,energetic
spotify:track:82Ftb9xRx8a3IkFMd19E7u,Silver Heart,Riley Page,Our Heart EP,83.0,0.602,0.662,4.0,-6.804,1.0,0.105,0.116,0.025,0.215,0.656,140.744,4.0,pop,happy
spotify:track:4irgunRIvSmZXeeTeYewRq,Sex on Fire,Kings of Leon,Only by the Night,70.0,0.319,0.891,0.0,-11.888625,0.0,0.075,0.119,0.026,0.144,0.385,113.759,3.0,rock,energetic
spotify:track:R2crsSmyKP3tc4LjY6O1Qm,Rockstar,"Post Malone, 21 Savage",Beerbongs & Bentleys,76.0,0.729,0.852,1.0,-7.479,0.0,0.199,0.149,0.022,0.249,0.614,96.672,4.0,???,energetic
spotify:track:zBCnjovZnemR7dxqSEDbeM,Calm Down,"Rema, Selena Gomez",Rave & Roses,101.0,0.732,0.609,5.0,-2.835,0.0,0.118,0.063,0.019,0.162,0.723,53.40312500000002,4.0,pop,happy
spotify:track:MCPrIpccFosbdRKzlKHtKp,Sicko Mode,Travis Scott,Astroworld,71.0,0.653,0.64,10.0,-3.999,0.0,0.199,0.085,0.018,0.06,0.498,80.338,4.0,hiphop,motivational
spotify:track:ejVnbnzCzXhNrVyxMrfzxF,Lost Dream,Morgan Cross,Your Dream Diaries,73.0,0.658,0.588,0.0,-8.021,1.0,0.199,0.062,0.015,0.168,0.596,80.593,4.0,hiphop,motivational
spotify:track:EAVCMniLGS0gXk9ee09Nbn,Ribs,Lorde,Pure Heroine,46.0,0.672,0.701,5.0,-11.888625,1.0,0.052,0.358,0.074,0.109,0.589,98.234,4.0,indie,
spotify:track:V48IVnu0j8xzYz29hgjPi6,Distant Dream,Skylar Banks,Our Dream EP,74.0,0.341,0.856,11.0,-5.63,0.0,0.069,0.085,0.087,0.275,0.659,132.907,4.0,rock,energetic
spotify:track:HvL0uOYzSZnNPVOA3qRJDe,Fire River,Alex Woods,Your River Sessions,69.0,0.536,0.915,9.0,-3.953,0.0,0.049,0.157,0.1365,0.259,0.501,113.759,4.0,rock,energetic
spotify:track:c7doTITEBER8F40yPxn9A4,Blue in Green,Miles Davis,Kind of Blue,47.0,0.488,0.33212499999999984,6.0,-11.744,1.0,0.065,0.494125,0.03,0.096,0.565,153.558,4.0,jazz,chill
spotify:track:MvoBmRw7Dm8egXJm4fsJzT,Kids,MGMT,Oracular Spectacular,63.0,0.54,0.533,-5.324,-7.743,1.0,0.071,0.1,0.064,0.227,0.637,133.479,12.113,indie,relaxed
spotify:track:nFgsNaelsCqmnOVg7202pe,Rising Rain,Drew Lane,Rain EP,72.0,0.73,0.622,2.0,-3.652,1.0,0.079,0.073,0.01,0.135,0.733,101.905,5.0,hiphop,happy
spotify:track:US6qDrKBsWOy5rFKAFIbTx,Whiskey River,The Lone Stars,Texas Trail,60.0,0.581,0.6835,3.0,-7.076,0.0,0.087,0.494125,0.008,0.096,0.377,94.475,4.0,country,motivational
spotify:track:e4hnDC06pvZ0OrAfXmpmde,Butterfly Effect,Aria Chen,Metamorphosis,45.0,0.552,0.693,2.0,-5.677,0.0,0.118,0.026,0.041,0.185,0.405,121.471,4.0,pop,energetic
spotify:track:s6IHSE8kt9vFs7pIDXb2Zz,I Want You Back,Jackson 5,Diana Ross Presents The Jackson 5,71.0,0.748,0.608,6.0,-4.178,0.0,0.107,0.273,0.05,0.215,0.628,118.13,12.397,rnb,happy
spotify:track:XXuWEOoGkuIVUnzq8dLIs6,Cruel Summer,Taylor Swift,Lover,89.0,0.561,0.571,0.0,-6.106,0.0,0.058,0.151,0.041,0.145,0.756,53.40312500000002,4.0,pop,happy
spotify:track:IieoMmtPEwU5FpaVTkBS9m,Lost Storm,Drew Blake,Your Storm Sessions,88.0,0.827,0.582,2.0,-3.629,1.0,0.038,0.139,0.012,0.174,0.708,102.8,3.0,,happy
spotify:track:urYbcsJZzsp7CXUQfoiGMG,Adorn,Miguel,Kaleidoscope Dream,67.0,0.746,0.689,1.0,-6.259,0.0,0.159,0.297,0.016,0.214,0.318,87.268,4.0,rnb,motivational
spotify:track:hUit2jc8KqXgruv4dvr1E8,Breaking the Law,Judas Priest,British Steel,45.0,0.383,0.829,10.0,-4.31,0.0,0.081,0.033,0.1365,0.314,0.463,153.571,5.0,metal,angry
spotify:track:WED7jjnYa4zDhsdCrOdQqs,Master of Puppets,Metallica,Master of Puppets,54.0,0.487,0.926,7.0,-2.676,1.0,0.117,0.037,0.106,0.081,0.328,140.228,4.0,,angry
spotify:track:Nes8gRGMOLAhR8irH1e2jd,Drivers License,Olivia Rodrigo,SOUR,71.0,0.682,0.565,19.994,-5.134,0.0,0.104,0.152,0.004,0.176,0.5605,142.053,4.0,pop,energetic
spotify:track:N0RKhEFrzs92Nfx26n8rQp,Neon Light,Chris Ray,Light Diaries,83.0,0.555,0.742,11.0,-5.141,1.0,0.111,0.242,0.021,0.229,0.691,95.102,4.0,pop,happy
spotify:track:JQKClqZn06TiHczF5F4LFT,Rising Heart,Sam Rivers,A Heart,76.0,0.751,0.577,2.0,-3.139,1.0,0.199,0.136,0.008,0.201,0.626,82.402,3.0,hiphop,energetic
spotify:track:TKsRvOeCggf5RXu7C62taR,Fire Voice,Taylor Stone,Our Voice Diaries,76.0,0.695,0.645,3.0,-7.815,1.0,0.199,0.046,0.024,0.071,0.519,81.709,4.0,hiphop,happy
