track_id,track_name,artists,album_name,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature,genre,mood,energy_valence,energy_minus_valence,dance_energy,acoustic_energy,mood_score
spotify:track:9UQ9ooUB25AjSMdYrQXWf9,Neon Wasteland,Circuit Breakers,Overload,77.0,0.449,0.848,10.0,-6.43,1.0,0.042,0.064,0.012,0.185,0.36,120.774,4.0,rock,angry,0.30528,0.488,0.380752,0.009728000000000002,0.5330999999999999
spotify:track:sBjWBbbabVQ4QJNkggMCXC,Electric Road,Quinn Blake,The Road Collection,64.0,0.543,0.618,3.0,-5.281,1.0,0.048,0.173,0.03,0.325,0.336,155.921,4.0,rock,energetic,0.207648,0.282,0.33557400000000004,0.06608599999999999,0.4827
spotify:track:Ye6752AjG8R9he60dLGKcP,Velvet Sky,Luna Park,Midnight Carousel,84.0,0.606,0.758,8.0,-3.456,1.0,0.046,0.303,0.045,0.215,0.756,123.389,3.0,pop,happy,0.573048,0.0020000000000000018,0.459348,0.073326,0.7116
spotify:track:F9Gd81hIlnTd3HoWmsdu0M,Yellow,Coldplay,Parachute,59.0,0.672,0.645,3.0,-7.507,1.0,0.199,0.087,0.133,0.082,0.724,113.533,4.0,rock,happy,0.46698,-0.07899999999999996,0.43344000000000005,0.030884999999999996,0.6847000000000001
spotify:track:8hHo6Kgl75uqsYpX3bPDBi,As It Was,Harry Styles,Harry's House,87.0,0.727,0.503,7.0,-7.596,0.0,0.033,0.129,0.026,0.163,0.1122499999999999,97.944,4.0,pop,sad,0.05646174999999995,0.3907500000000001,0.365681,0.064113,0.41389999999999993
spotify:track:idyVF0a6Zb0BI2SteoVNau,God's Plan,Drake,Scorpion,68.0,0.856,0.778,9.0,-5.027,1.0,0.079,0.029,0.039,0.249,0.435,92.609,5.0,hiphop,angry,0.33843,0.343,0.665968,0.006437999999999999,0.6641999999999999
spotify:track:7qC4n7a41UQGoYvutkMUqL,Broken Heart,Skylar Rivers,The Heart Sessions,81.0,0.673,0.684,9.0,-3.648,0.0,0.053,0.031,0.031,0.061,0.708,112.576,5.0,pop,happy,0.48427200000000004,-0.02399999999999991,0.4603320000000001,0.009796,0.6903
spotify:track:WyfLje0ai3m9zS7HSix9wV,Little Talks,Of Monsters and Men,My Head Is an Animal,52.0,0.428,0.669,1.0,-7.771,0.0,0.054,0.206,0.065,0.211,0.711,130.516,3.0,indie,happy,0.475659,-0.041999999999999926,0.28633200000000003,0.06818599999999998,0.6134999999999999
spotify:track:t35EfrkjhCh4AYzJQbZ0GO,Round Midnight,Thelonious Monk,Brilliant Corners,45.0,0.414,0.3321249999999998,11.0,-11.888625,1.0,0.06,0.494125,0.1365,0.3658749999999999,0.478,105.123,4.0,jazz,chill,0.1587557499999999,-0.1458750000000002,0.1374997499999999,0.3300137343750001,0.41503749999999995
spotify:track:WRquZwdWiPTVrt1oubrKNY,Neon Night,Casey Woods,The Night Chronicles,78.0,0.667,0.723,9.0,-5.17,0.0,0.084,0.049,0.013,0.124,0.762,113.759,4.0,pop,happy,0.550926,-0.039000000000000035,0.48224100000000003,0.013573000000000002,0.7218
spotify:track:vaF4ShiKXSRidUsM4A1tXZ,Congratulations,Post Malone,Stoney,74.0,0.762,0.68,1.0,-6.845,1.0,0.199,0.02,0.035,0.248,0.634,86.521,4.0,hiphop,happy,0.43112000000000006,0.04600000000000004,0.5181600000000001,0.0063999999999999994,0.6862
spotify:track:76VlsuugZfexMlWSlZXXTM,Golden Dream,Riley Page,A Dream EP,76.0,0.603,0.877,7.0,-6.188,1.0,0.045,0.013,0.034,0.182,0.637,138.944,4.0,rock,happy,0.5586490000000001,0.24,0.5288309999999999,0.001599,0.6988
spotify:track:IR1AGKkJbyQrex1VFI5Je9,Lost Rain,Chris Page,Your Rain,77.0,0.741,0.3321249999999998,4.0,-4.146,1.0,0.098,0.058,0.008,0.13,0.73,112.254,4.0,pop,happy,0.24245124999999984,-0.3978750000000002,0.24610462499999983,0.038736750000000014,0.6139374999999999
spotify:track:ZEzAdapqJLgj8uPLQhOxTf,Shake It Out,Florence + The Machine,Ceremonials,50.0,0.557,0.365,6.0,-8.173,1.0,0.043,0.103,0.085,0.17,0.313,142.757,3.0,indie,sad,0.114245,0.05199999999999999,0.203305,0.06540499999999999,0.40180000000000005
spotify:track:D49xrN2gLnEe7D96HKixMf,Sunflower,"Post Malone, Swae Lee",Hollywood's Bleeding,78.0,0.765,0.704,3.0,-6.032,1.0,0.199,0.052,0.023,0.244,0.374,80.926,4.0,hiphop,angry,0.263296,0.32999999999999996,0.5385599999999999,0.015392000000000001,0.5903
spotify:track:bVyow2FhYs2ghNfTVnB3hQ,Open Night,Morgan Banks,Your Night Collection,86.0,0.583,0.521,11.0,-5.873,0.0,0.034,0.139,0.006,0.11,0.568,113.759,4.0,pop,relaxed,0.29592799999999997,-0.04699999999999993,0.303743,0.066581,0.5583999999999999
spotify:track:MN8zMgk2HtyxFscc2HC8OF,Ho Hey,The Lumineers,The Lumineers,45.0,0.574,0.532,1.0,-4.004,1.0,0.032,0.303,0.003,0.163,0.361,125.422,0.34,indie,relaxed,0.192052,0.17100000000000004,0.305368,0.14180399999999999,0.47619999999999996
spotify:track:6Fj8l02GyFLF2uOyxDjMCE,Body Like a Back Road,Sam Hunt,Montevallo,46.0,0.538,0.519,4.0,-8.205,1.0,0.079,0.494125,0.009,0.186,0.5605,142.419,4.0,country,relaxed,0.29089950000000003,-0.04149999999999998,0.279222,0.23767412499999999,0.5413
spotify:track:bsNikLzBLJ74NZKGaU0ESi,Settling Dust,Bramble Folk,Overgrown,45.0,0.397,0.682,4.0,-5.677,1.0,0.077,0.494125,0.054,0.144,0.446,110.003,4.0,indie,energetic,0.30417200000000005,0.23600000000000004,0.27075400000000005,0.15713174999999996,0.5021
spotify:track:9WEBHSMkvCBMK2sViLB04B,Rising Sky,Riley Page,The Sky Diaries,85.0,0.831,0.6835,11.0,-4.035,0.0,0.115,0.342,0.03,0.0,0.508,135.474,3.0,pop,energetic,0.347218,0.1755,0.5679885,0.108243,0.65755
spotify:track:Q9zeljl1pCGznGF7Ojrlys,Creep,Radiohead,Pablo Honey,59.0,0.314,0.826,6.0,-2.82,0.0,0.079,0.086,0.121,0.273,0.498,127.645,4.0,rock,angry,0.411348,0.32799999999999996,0.259364,0.014964000000000003,0.5411999999999999
spotify:track:jeihdiJDQkXpvRDkHWykvm,Dark Road,Riley Lane,Our Road EP,75.0,0.655,0.731,0.0,-4.445,1.0,0.112,0.042,0.015,0.163,0.511,113.759,3.0,pop,energetic,0.373541,0.21999999999999997,0.47880500000000004,0.011298,0.6202000000000001
spotify:track:kCkvQalRhBJ3CUCltph8lq,Electric Feel,MGMT,Oracular Spectacular,45.0,0.2570000000000001,0.458,4.0,-9.298,1.0,0.074,0.356,0.063,0.219,0.358,138.537,4.0,indie,chill,0.163964,0.10000000000000003,0.11770600000000006,0.192952,0.3577
spotify:track:9t6vscjBvbdGTInFiM6kFY,Open Storm,Casey Banks,Storm Chronicles,70.0,0.666,0.713,4.0,-11.888625,0.0,0.111,0.106,0.024,0.224,0.485,97.215,4.0,hiphop,energetic,0.345805,0.22799999999999998,0.474858,0.030422,0.6077
spotify:track:DB32GwM1UYWrYUUqdA68Ej,All of Me,John Legend,Love in the Future,74.0,0.672,0.426,8.0,-8.676,1.0,0.137,0.189,0.022,0.064,0.618,99.865,3.0,rnb,happy,0.263268,-0.192,0.286272,0.10848600000000001,0.5766
spotify:track:dcqscON1m4Yrpw2cBdVcKv,Fading Voice,Sam Cole,The Voice EP,76.0,0.795,0.779,8.0,-3.245,0.0,0.078,0.152,0.021,0.174,0.547,127.473,5.0,pop,energetic,0.426113,0.23199999999999998,0.6193050000000001,0.033592,0.6910000000000001
spotify:track:04eJ5DWMPm3cGDhJBfEObj,Dark Dream,Quinn Page,Our Dream Chronicles,45.0,0.784,0.614,6.0,-2.781,0.0,0.064,0.093,0.024,0.147,0.5605,131.887,4.0,pop,happy,0.344147,0.05349999999999999,0.481376,0.035898,0.6436
spotify:track:AKeGvZZRaKLIefGjNMuyL8,Mask Off,Future,Future,81.0,0.885,0.695,6.0,-4.545,0.0,0.124,0.022,0.005,0.063,0.711,78.276,4.0,hiphop,happy,0.49414499999999995,-0.016000000000000014,0.6150749999999999,0.006710000000000001,0.7584
spotify:track:DooDtxGLhILc2Ey1GohAFu,Stay,"The Kid LAROI, Justin Bieber",F*CK LOVE 3,90.0,0.621,0.642,7.0,-2.585,1.0,0.045,0.139,0.02,0.235,0.617,138.233,4.0,pop,happy,0.396114,0.025000000000000022,0.398682,0.049762,0.6257
spotify:track:xP9hBXsdwVjTQBlByRydWk,Electric Sky,Jordan Cross,A Sky Diaries,82.0,0.71,0.777,2.0,-2.313,0.0,0.082,0.344,0.019,0.237,0.732,133.202,4.0,pop,happy,0.568764,0.04500000000000004,0.55167,0.07671199999999999,0.7389
spotify:track:KOTSQnQb1Wk7ZLBtp6rEKG,Silver Shadow,Jamie Cole,The Shadow Sessions,78.0,0.781,0.683,11.0,-4.291,1.0,0.038,0.327,0.019,0.096,0.848,100.196,4.0,pop,happy,0.579184,-0.16499999999999992,0.5334230000000001,0.10365899999999999,0.7784
spotify:track:LEIGccreTJ8B8RHbAFANaw,Wild Light,Jamie Banks,The Light Diaries,81.0,0.574,0.763,6.0,-5.645,0.0,0.079,0.08,0.045,0.1,0.466,108.325,12.266,pop,angry,0.35555800000000004,0.297,0.43796199999999996,0.01896,0.5875
spotify:track:xKe90gswSijYqDydnbUWi5,Crystal Light,Alex Voss,The Light Diaries,81.0,0.672,0.837,7.0,-4.105,1.0,0.079,0.278,0.018,0.185,0.49,123.795,4.0,pop,angry,0.41013,0.347,0.562464,0.045314000000000014,0.6487
spotify:track:sDsQPq1VslVEbfOUXzZn2I,Neon Voice,Taylor Lane,Your Voice,70.0,0.751,0.861,3.0,-6.422,1.0,0.187,0.031,0.024,0.071,0.432,75.935,4.0,hiphop,angry,0.371952,0.429,0.646611,0.004309,0.6564
spotify:track:BqeLE7ROoEDgK1ZJGhdE71,HUMBLE.,Kendrick Lamar,DAMN.,70.0,0.685,0.3321249999999998,10.0,-5.677,1.0,0.199,0.141,0.023,0.15,0.494,96.29,4.0,hiphop,relaxed,0.1640697499999999,-0.1618750000000002,0.22750562499999988,0.09417037500000003,0.5027375
spotify:track:qdIKxNl6srR30cNSgmkA97,Open Light,Casey Page,Light Collection,81.0,0.635,0.74,10.0,-6.341,1.0,0.059,0.111,0.033,0.24,0.5605,111.814,4.0,pop,motivational,0.41476999999999997,0.1795,0.4699,0.02886,0.6367
spotify:track:8owwQ5d1SIUVubaYZvZ8Vx,Wonderwall,Oasis,(What's the Story) Morning Glory?,73.0,0.641,0.868,6.0,-6.748,1.0,0.073,0.066,0.056,0.147,0.309,142.26,4.0,rock,angry,0.268212,0.5589999999999999,0.556388,0.008712000000000001,0.5762999999999999
spotify:track:N0ZiUpZyaQDeNnCbN2hwG8,Fading Light,Sam Woods,Light Sessions,80.0,0.907,0.557,3.0,-6.667,1.0,0.199,0.117,0.003,0.06,0.471,98.413,4.0,pop,chill,0.262347,0.08600000000000008,0.5051990000000001,0.051830999999999995,0.6276
spotify:track:dHzFms58MThNvvCUJwpZqE,Meant to Be,"Bebe Rexha, Florida Georgia Line",All Your Fault,57.0,0.686,0.481,2.0,-7.48,1.0,0.048,0.494125,0.082,0.148,0.747,132.44,4.0,country,chill,0.359307,-0.266,0.32996600000000004,0.256450875,0.6489
spotify:track:rUn2T0dUlkXnOk9Om3Ttum,Lucid Dreams,Juice WRLD,Goodbye & Good Riddance,71.0,0.666,0.674,11.0,-7.569,1.0,0.111,0.139,0.024,0.239,0.433,79.55,4.0,hiphop,energetic,0.291842,0.24100000000000005,0.44888400000000006,0.045314,0.5752
spotify:track:AIAeVgyQXu2tH3UagQ8mef,Golden Storm,Drew Blake,Our Storm Chronicles,87.0,0.627,0.536,6.0,-6.63,1.0,0.076,0.035,0.043,0.099,0.658,131.139,4.0,pop,happy,0.35268800000000006,-0.122,0.33607200000000004,0.01624,0.6121000000000001
spotify:track:8hKCDlBdUmxVLx1DJrIGgW,Silver Light,Quinn Page,Your Light Collection,80.0,0.2570000000000001,0.606,8.0,-2.308,1.0,0.101,0.337,0.032,0.085,0.461,53.40312500000002,4.0,pop,energetic,0.279366,0.14499999999999996,0.15574200000000007,0.132778,0.4433
spotify:track:9I1LFU9TDcMvjJwwIaaadA,Broken Dream,Quinn Lane,The Dream Diaries,81.0,0.777,0.686,8.0,-3.598,1.0,0.05,0.309,0.016,0.0,0.408,95.206,4.0,pop,energetic,0.279888,0.2780000000000001,0.5330220000000001,0.09702599999999999,0.6021
spotify:track:568eWRZmqbfmTFZb29C8Dx,Midnight Hustle,Nova Beats,Late Night Sessions,64.0,0.839,1.0,10.0,-6.369,0.0,0.079,0.13,0.009,0.225,0.37,78.159,4.0,hiphop,angry,0.37,0.63,0.839,0.0,0.6997
spotify:track:ehmOqROF8vrGKSBUDWaPZq,Permission to Dance,BTS,Permission to Dance,76.0,0.604,0.561,7.0,-3.901,1.0,0.079,0.212,0.012,0.178,0.674,114.127,4.0,pop,happy,0.37811400000000006,-0.11299999999999999,0.33884400000000003,0.09306799999999998,0.6191
spotify:track:q2Aapo0U0ZHgegCsC4hTYU,Fire Voice,Alex Banks,A Voice,61.0,0.677,0.526,9.0,-6.135,1.0,0.086,0.052,0.024,0.212,0.512,103.224,4.0,pop,relaxed,0.269312,0.014000000000000012,0.35610200000000003,0.024647999999999996,0.5657000000000001
spotify:track:uIJjj2Jt6CvOQOpgxY42Co,Silver River,Casey Page,Our River,74.0,0.672,0.691,3.0,-5.808,1.0,0.089,0.296,0.026,0.125,0.478,127.684,4.0,pop,energetic,0.330298,0.21299999999999997,0.464352,0.09146400000000002,0.6001
spotify:track:0BRhEluTinCQ8jiwCT6AWR,City Wide,K-Real,Concrete Jungle,74.0,0.757,0.614,1.0,-2.183,0.0,0.199,0.024,0.016,0.198,0.638,96.771,3.0,hiphop,happy,0.391732,-0.02400000000000002,0.464798,0.009264,0.6665
spotify:track:qKqKUc7paB82KvAVdA2dCB,Rising Wave,Chris Cole,Wave Chronicles,76.0,0.854,0.806,4.0,-6.65,1.0,0.199,0.059,0.022,0.183,0.345,99.117,4.0,hiphop,angry,0.27807,0.4610000000000001,0.688324,0.011445999999999996,0.636
spotify:track:uJlRvaBEF3JnWYcy4ShUT6,Broken Storm,Riley Banks,Storm,66.0,0.496,0.839,9.0,-7.176,0.0,0.05,0.141,0.1365,0.21,0.57,147.149,12.127,rock,motivational,0.47822999999999993,0.269,0.41614399999999996,0.022701000000000002,0.6285
spotify:track:O4RqR9vSjCRQPovAToz0bB,Golden Storm,Alex Lane,Your Storm,68.0,0.878,0.622,4.0,-7.065,1.0,0.199,0.139,0.003,0.086,0.326,103.165,4.0,hiphop,energetic,0.202772,0.296,0.546116,0.052542000000000005,0.5804
spotify:track:xow1oRoWHFepfBjjQuxLen,No Role Modelz,J. Cole,2014 Forest Hills Drive,65.0,0.767,0.739,8.0,-2.638,1.0,0.199,0.036,0.033,0.163,0.345,76.905,3.0,hiphop,angry,0.254955,0.394,0.566813,0.009396,0.5898
spotify:track:ipN9AvL5PeFUR8HX5GUBcr,Wild Storm,Skylar Chase,Storm,84.0,0.552,0.839,3.0,-6.051,0.0,0.096,0.262,0.048,0.164,0.695,142.545,4.0,pop,happy,0.583105,0.14400000000000002,0.46312800000000004,0.04218200000000001,0.6952999999999999
spotify:track:tuvMI9mOIIY9N2ONPdEqpa,Earned It,The Weeknd,Fifty Shades of Grey,66.0,0.672,0.754,11.0,-9.006,0.0,0.107,0.263,0.075,0.113,0.305,113.516,4.0,rnb,energetic,0.22997,0.449,0.506688,0.064698,0.5498
spotify:track:jTOERNNis6ypjoqayMDeCR,Silver Road,Jamie Blake,Road Diaries,83.0,0.81,0.6835,6.0,-3.517,0.0,0.199,0.011,0.018,0.076,0.31,75.535,4.0,hiphop,energetic,0.211885,0.3735,0.553635,0.0034815,0.57205
spotify:track:YX6rhkt2ozm6RqNbOW8W3n,Shivers,Ed Sheeran,=,76.0,0.568,0.597,0.0,-3.055,1.0,0.038,0.09,0.032,0.244,0.836,177.28012499999997,4.0,pop,happy,0.499092,-0.239,0.33909599999999995,0.036270000000000004,0.6839000000000001
spotify:track:8QEvpUQjpjX9kbexDxyBK8,Shakira: Bzrp Music Sessions,"Bizarrap, Shakira",Music Sessions Vol. 53,64.0,0.83,0.573,3.0,-5.677,1.0,0.113,0.062,0.006,0.163,0.847,109.845,4.0,latin,happy,0.48533099999999996,-0.274,0.47558999999999996,0.026474,0.7596999999999999
spotify:track:vPxkmp7jWXm3U1WvheaiqG,Where Are Ü Now,"Jack Ü, Justin Bieber",Skrillex and Diplo,65.0,0.887,0.719,-5.352,-4.526,0.0,0.1,0.006,0.1365,0.196,0.74,123.534,4.0,electronic,happy,0.53206,-0.02100000000000002,0.637753,0.0016860000000000002,0.7777999999999999
spotify:track:JrFpyZuODYg7q6jOSY0Cjg,Fading Star,Drew Blake,The Star EP,94.0,0.602,0.845,10.0,-11.888625,0.0,0.068,0.346,0.022,0.249,0.837,135.423,4.0,pop,happy,0.7072649999999999,0.008000000000000007,0.50869,0.053630000000000004,0.7689
spotify:track:Epuw5M3LVF066VJftOjGjA,Electric River,Chris Chase,A River Collection,78.0,0.551,0.754,1.0,-2.892,0.0,0.073,0.25,0.009,0.185,0.816,141.024,4.0,pop,happy,0.6152639999999999,-0.061999999999999944,0.41545400000000005,0.0615,0.7179
spotify:track:bH84X3qwDxDlaGDD0YmZ1w,Fading Heart,Jamie Voss,Your Heart EP,87.0,0.814,0.717,9.0,-3.302,0.0,0.071,0.128,0.01,0.071,0.553,141.879,4.0,pop,energetic,0.396501,0.16399999999999992,0.583638,0.036224000000000006,0.6805
spotify:track:zHMukeuXHDcZeZO2Q7pPiw,Crystal Voice,Riley Ray,The Voice,77.0,0.7,0.774,6.0,-6.991,0.0,0.052,0.334,0.048,0.161,0.464,122.022,4.0,pop,angry,0.359136,0.31,0.5418,0.075484,0.6278
spotify:track:M6yQuXaMNztLLxB8ObPkoF,Wild Sky,Taylor Banks,Your Sky,67.0,0.614,0.634,5.0,-7.562,0.0,0.08,0.037,0.047,0.144,0.59,124.86,3.0,pop,happy,0.37406,0.04400000000000004,0.389276,0.013541999999999998,0.6104
spotify:track:UsZNog61htOEteB4mPoAn4,Open Night,Jordan Ray,Night Chronicles,81.0,0.801,0.522,11.0,-4.43,1.0,0.085,0.041,0.01,0.117,0.768,100.709,4.0,pop,happy,0.40089600000000003,-0.246,0.41812200000000005,0.019598,0.7041
spotify:track:LGhLDL6rJwT1EtBC3apWAv,Back in Black,AC/DC,Back in Black,63.0,0.362,0.974,2.0,-4.394,0.0,0.112,0.009,0.1365,0.139,1.0,137.008,4.0,metal,happy,0.974,-0.026000000000000023,0.35258799999999996,0.00023400000000000019,0.8008
spotify:track:iiFGxHDwNMYq6Fk4E9MoyF,Open Echo,Taylor Stone,The Echo EP,73.0,0.565,0.823,4.0,-5.023,1.0,0.064,0.161,0.018,0.163,0.595,131.222,4.0,pop,motivational,0.4896849999999999,0.22799999999999998,0.46499499999999994,0.02849700000000001,0.6544
spotify:track:g6dsbnAGDnlKJYa6csPjSO,Street Runner,Blaze Uno,Corner Office,70.0,0.901,0.64,6.0,-2.342,0.0,0.199,0.139,0.002,0.128,0.341,86.327,4.0,hiphop,energetic,0.21824000000000002,0.299,0.57664,0.05004,0.5987
spotify:track:E6NfjhZt0gDdgbQzSPPvWc,Distant Road,Quinn Cross,Your Road,80.0,0.909,0.685,-4.583,-8.465,0.0,0.199,0.078,0.009,0.207,0.336,91.814,4.0,hiphop,energetic,0.23016000000000003,0.34900000000000003,0.622665,0.024569999999999995,0.6126
spotify:track:t8qmyFbvvPSnueB1iXKEds,Midnight Serenade,The Jazz Collective,Blue Notes,45.0,0.529,0.3321249999999998,0.0,-11.888625,1.0,0.047,0.494125,0.1365,0.28,0.681,123.539,4.0,jazz,chill,0.22617712499999987,-0.34887500000000027,0.1756941249999999,0.3300137343750001,0.5307375
spotify:track:QYghEMMO67TsKV7GhEA03K,The Less I Know the Better,Tame Impala,Currents,45.0,0.384,0.573,7.0,-5.997,1.0,0.0,0.357,0.067,0.1,0.3,96.194,4.0,indie,chill,0.17189999999999997,0.27299999999999996,0.22003199999999998,0.15243900000000002,0.4070999999999999
spotify:track:EXtGT2IvuI9IgAobsmJZq1,Silver Shadow,Jordan Blake,The Shadow Collection,79.0,0.769,0.623,4.0,-5.677,0.0,0.088,0.102,0.03,0.194,0.593,134.554,4.0,pop,happy,0.36943899999999996,0.030000000000000027,0.479087,0.038453999999999995,0.6547999999999999
spotify:track:19Smlt6MNoJKEAbkSOrrcq,Save Your Tears,The Weeknd,After Hours,77.0,0.827,0.776,2.0,-2.398,0.0,0.068,0.2,0.032,0.232,0.681,128.059,3.0,pop,happy,0.528456,0.09499999999999997,0.641752,0.0448,0.7533000000000001
spotify:track:umvMi5brH8lOJiiF94cHze,Dynamite,BTS,BE,74.0,0.765,0.678,8.0,-2.119,1.0,0.052,0.202,0.019,0.163,0.523,136.736,4.0,pop,energetic,0.354594,0.15500000000000003,0.5186700000000001,0.06504399999999999,0.6421
spotify:track:1wYqpexYss9s64UM7bi9QX,Iron Man,Black Sabbath,Paranoid,63.0,0.418,0.948,0.0,-3.276,0.0,0.112,0.013,0.03,0.157,0.253,176.483,4.0,metal,angry,0.239844,0.695,0.39626399999999995,0.0006760000000000006,0.511
spotify:track:xtX6iiHAkh6Su4VZofJNzM,Midnight Star,Drew Rivers,Star EP,80.0,0.743,0.526,3.0,-6.815,0.0,0.079,0.334,0.018,0.184,0.702,107.534,4.0,pop,happy,0.36925199999999997,-0.17599999999999993,0.390818,0.158316,0.6615
spotify:track:VJ0TX1eKgK3A6VTNRwwoWc,Bohemian Rhapsody,Queen,A Night at the Opera,70.0,0.619,0.917,6.0,-3.301,0.0,0.061,0.053,0.03,0.249,0.678,150.745,5.0,rock,happy,0.6217260000000001,0.239,0.567623,0.0043989999999999975,0.732
spotify:track:FEstV4Ek78nUplDI45LsFa,Glass Hands,The Mirrors,Reflection EP,58.0,0.54,0.674,11.0,-5.677,0.0,0.042,0.165,0.106,0.199,0.623,123.214,4.0,rock,happy,0.41990200000000005,0.051000000000000045,0.36396000000000006,0.05379,0.6134000000000001
spotify:track:EXf3Lx87EcR0UiAMiSmcke,Lost Night,Chris Banks,Night Chronicles,81.0,0.672,0.826,6.0,-4.184,1.0,0.092,0.023,0.017,0.202,0.411,113.759,3.0,pop,angry,0.33948599999999995,0.415,0.555072,0.004002000000000001,0.6137999999999999
spotify:track:toRpmF7OTyJC9lvc2jsXYJ,Peaches,"Justin Bieber, Daniel Caesar",Justice,101.0,0.756,0.812,8.0,-3.329,0.0,0.05,0.285,0.035,0.143,0.787,139.273,4.0,pop,happy,0.6390440000000001,0.025000000000000022,0.6138720000000001,0.05357999999999998,0.7852
spotify:track:6wY7rP9kDDVhbRd2E8tz2k,Hotel California,Eagles,Hotel California,67.0,0.501,0.797,2.0,-4.72,0.0,0.07,0.116,0.123,0.257,0.497,119.671,4.0,rock,angry,0.39610900000000004,0.30000000000000004,0.399297,0.023547999999999996,0.5882000000000001
spotify:track:LmEFs4p0JVVIX0t2xm8UNz,Here Comes Your Man,Pixies,Doolittle,72.0,0.386,0.654,3.0,-6.653,1.0,0.072,0.052,0.131,0.182,0.747,177.28012499999997,3.0,rock,happy,0.48853800000000003,-0.09299999999999997,0.252444,0.017991999999999998,0.6108
spotify:track:qkgTN9DM6vvRHeaIhOipVY,Ghost,Justin Bieber,Justice,86.0,0.773,1.0,6.0,-6.122,0.0,0.069,0.153,0.032,0.108,0.607,98.893,5.0,pop,happy,0.607,0.393,0.773,0.0,0.7746999999999999
spotify:track:3OyMsEGyLHcvsJ5PA1vfBf,Golden Rain,Sam Blake,The Rain EP,72.0,0.355,0.646,3.0,-4.557,0.0,0.047,0.057,0.026,0.083,0.5605,150.057,4.0,pop,happy,0.362083,0.08550000000000002,0.22933,0.020177999999999998,0.5245000000000001
spotify:track:CRdCrPm8z159ned2uyCB3J,Distant Sky,Sam Stone,Your Sky Sessions,80.0,0.665,0.76,6.0,-5.191,1.0,0.199,0.037,0.025,0.053,0.328,77.924,4.0,hiphop,angry,0.24928,0.432,0.5054000000000001,0.008879999999999999,0.5587
spotify:track:M6jtgzSGr0baQ19tHVExtU,Broken Light,Morgan Ray,Light,77.0,0.86,0.783,10.0,-5.966,0.0,0.199,0.121,0.013,0.218,0.1122499999999999,102.742,5.0,hiphop,angry,0.08789174999999994,0.6707500000000002,0.67338,0.026256999999999996,0.5378
spotify:track:iLmjDjLd3H6LBwPr3bylYC,Open Shadow,Alex Lane,Your Shadow Chronicles,85.0,0.674,0.801,1.0,-7.312,0.0,0.039,0.075,0.007,0.101,0.543,107.859,4.0,pop,energetic,0.4349430000000001,0.258,0.5398740000000001,0.014924999999999996,0.6597000000000001
spotify:track:8mrLT2veKIeYPNcKWRIXXT,Crazy in Love,"Beyoncé, Jay-Z",Dangerously in Love,67.0,0.793,0.625,3.0,-8.653,1.0,0.067,0.308,0.069,0.213,0.591,113.25,11.95,rnb,happy,0.369375,0.03400000000000003,0.49562500000000004,0.11549999999999999,0.6617999999999999
spotify:track:H4QOniD0NCNOJ1fUupBvep,Distant Rain,Casey Stone,The Rain Chronicles,68.0,0.506,0.673,3.0,-3.789,0.0,0.065,0.08,0.1365,0.099,0.562,100.429,4.0,pop,motivational,0.37822600000000006,0.11099999999999999,0.340538,0.026159999999999996,0.5785
spotify:track:0ugfxCRBnqCuyXYy21Efrt,Golden Heart,Quinn Cole,Heart Chronicles,71.0,0.676,0.744,7.0,-5.677,0.0,0.199,0.07,0.03,0.11,0.476,113.759,3.0,hiphop,angry,0.35414399999999996,0.268,0.5029440000000001,0.017920000000000002,0.6164
spotify:track:53i90ZnzUOhXiuWc7ACRBI,Fire Wave,Alex Chase,A Wave Chronicles,73.0,0.807,0.508,0.0,-6.344,1.0,0.08,0.204,0.046,0.081,0.77,129.486,4.0,pop,happy,0.39116,-0.262,0.40995600000000004,0.100368,0.7025
spotify:track:34RApa10bO0ZbJ30uBvMpb,Fire Soul,Taylor Lane,The Soul EP,63.0,0.478,0.736,6.0,-7.133,0.0,0.035,0.169,0.102,0.101,0.499,112.328,4.0,rock,motivational,0.367264,0.237,0.35180799999999995,0.044616,0.5638
spotify:track:eqMeypKS8Mn8E0NQSjxm7s,Fading Road,Drew Lane,Our Road Sessions,74.0,0.72,0.686,5.0,-7.54,0.0,0.104,0.187,0.015,0.183,0.592,112.366,4.0,pop,energetic,0.40611200000000003,0.09400000000000008,0.49392,0.05871799999999999,0.6586
spotify:track:fAgQgSyTPdNpdNKim1Ep1J,Lost Road,Jamie Cole,The Road Collection,72.0,0.358,0.819,5.0,-2.374,1.0,0.08,0.087,0.113,0.063,0.486,137.537,3.0,rock,angry,0.39803399999999994,0.33299999999999996,0.29320199999999996,0.015747000000000004,0.5475
spotify:track:I9sf8DbzVv7YvBQ9eW6aqo,Afterglow,Ember Falls,Afterglow,76.0,0.576,0.717,5.0,-7.508,1.0,0.044,0.139,0.032,0.198,0.759,130.655,3.0,pop,happy,0.544203,-0.04200000000000004,0.41299199999999997,0.03933700000000001,0.6915
spotify:track:HSXSBIwa6SRLtAhECdTcUX,Open River,Drew Blake,A River Collection,94.0,0.741,0.767,6.0,-5.677,1.0,0.038,0.226,0.03,0.127,0.7,102.449,4.0,pop,happy,0.5368999999999999,0.06700000000000006,0.568347,0.052657999999999996,0.7323999999999999
